"","Group","Citation","Count","Tool_Type","Material_Type","Usage","Temperature","Therm_vs.Other"
"1174","O'odham","Castetter,_Edward_Franklin,_and_Willis_Harvey_Bell._1942._Pima_and_Papago_Indian_Agriculture._InInter_Americana_Studies,_xvi,_245._Albuquerque:_The_University_of_New_Mexico_press._https://ehrafworldcultures.yale.edu/document?id=nu79_005.",1,"awl","unknown","Music",2.400000095,"Alternative"
"1175","O'odham","Castetter,_Edward_Franklin,_and_Willis_Harvey_Bell._1942._Pima_and_Papago_Indian_Agriculture._InInter_Americana_Studies,_xvi,_245._Albuquerque:_The_University_of_New_Mexico_press._https://ehrafworldcultures.yale.edu/document?id=nu79_005.",1,"awl","unknown","Ceremony or Ritual",2.400000095,"Alternative"
"1176","O'odham","Bahr,_Donald_M._1983._Pima_and_Papago_Social_Organization._InHandbook_of_North_American_Indians._Southwest,_v._10:178_92._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nu79_022.",1,"awl","unknown","Baskets",2.400000095,"Alternative"
"1177","Tewa Pueblos","Parsons,_Elsie_Worthington_Clews._1929._The_Social_Organization_of_the_Tewa_of_New_Mexico._InMemoirs_of_the_American_Anthropological_Association,_309,_42_plates,_8_unnumbered_plates._Menasha,_Wisconsin:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nt18_001.",1,"awl","unknown","Mythology",-8.600000381,"Alternative"
"1180","Ute","Smith,_Anne_M._(Anne_Milne)._1974._Ethnography_of_the_Northern_Utes._InPapers_in_Anthropology,_6,_6,_288_,_30_plates._Santa_Fe:_Museum_of_New_Mexico_Press._https://ehrafworldcultures.yale.edu/document?id=nt19_024.",1,"awl","unknown","Baskets",-13.10000038,"Alternative"
"1181","Ute","Kroeber,_A._L._(Alfred_Louis)._1901._Ute_Tales.Journal_of_American_Folk_LoreVol._14:_252_85._https://ehrafworldcultures.yale.edu/document?id=nt19_016.",1,"awl","unknown","Mythology",-13.10000038,"Alternative"
"1182","Ute","Lowie,_Robert_Harry._1926._Shoshonean_Tales.Journal_of_American_Folk_LoreVol._37:_1_242._https://ehrafworldcultures.yale.edu/document?id=nt19_018.",1,"awl","unknown","Mythology",-13.10000038,"Alternative"
"1183","Ute","Lowie,_Robert_Harry._1926._Shoshonean_Tales.Journal_of_American_Folk_LoreVol._37:_1_242._https://ehrafworldcultures.yale.edu/document?id=nt19_018.",1,"awl","unknown","Mythology",-13.10000038,"Alternative"
"1186","Western Apache","Roberts,_Helen_Heffron._1929._Basketry_of_the_San_Carlos_Apache._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_v._31:121_218._New_York:_American_Museum_of_Natural_History._https://ehrafworldcultures.yale.edu/document?id=nt21_013.",1,"awl","unknown","Baskets",-4.699999809,"Alternative"
"1187","Western Apache","Roberts,_Helen_Heffron._1929._Basketry_of_the_San_Carlos_Apache._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_v._31:121_218._New_York:_American_Museum_of_Natural_History._https://ehrafworldcultures.yale.edu/document?id=nt21_013.",1,"awl","unknown","Baskets",-4.699999809,"Alternative"
"1188","Western Apache","Roberts,_Helen_Heffron._1929._Basketry_of_the_San_Carlos_Apache._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_v._31:121_218._New_York:_American_Museum_of_Natural_History._https://ehrafworldcultures.yale.edu/document?id=nt21_013.",1,"awl","unknown","Baskets",-4.699999809,"Alternative"
"1189","Western Apache","Goddard,_Pliny_Earle._1919._Myths_and_Tales_from_the_White_Mountain_Apache._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_XXIV:87_139._New_York:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nt21_007.",1,"awl","unknown","Mythology",-4.699999809,"Alternative"
"1190","Western Apache","Buskirk,_Winfred._1986._The_Western_Apache:_Living_with_the_Land_before_1950._InThe_Civilization_of_the_American_Indian_Series,_v._177:xiv,_273._Norman_Okla._:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nt21_058.",1,"awl","wood","Foodways",-4.699999809,"Alternative"
"1191","Western Apache","Goodwin,_Grenville._1939._Myths_and_Tales_of_the_White_Mountain_Apache._InMemoirs_of_the_American_Folk_Lore_Society,_XXXIII:xviii,_223._New_York:_The_American_Folk_lore_Society,_J.J._Augustin,_Agent._https://ehrafworldcultures.yale.edu/document?id=nt21_010.",1,"awl","unknown","Mythology",-4.699999809,"Alternative"
"1192","Copper Inuit","1",0,NA,NA,NA,-34.5,NA
"1193","Copper Inuit","2",0,NA,NA,NA,-34.5,NA
"1194","Copper Inuit","3",0,NA,NA,NA,-34.5,NA
"1195","Copper Inuit","4",0,NA,NA,NA,-34.5,NA
"1196","Copper Inuit","5",0,NA,NA,NA,-34.5,NA
"1197","Copper Inuit","6",0,NA,NA,NA,-34.5,NA
"1198","Copper Inuit","7",0,NA,NA,NA,-34.5,NA
"1199","Copper Inuit","8",0,NA,NA,NA,-34.5,NA
"1200","Copper Inuit","9",0,NA,NA,NA,-34.5,NA
"1201","Copper Inuit","10",0,NA,NA,NA,-34.5,NA
"1202","Copper Inuit","11",0,NA,NA,NA,-34.5,NA
"1203","Copper Inuit","12",0,NA,NA,NA,-34.5,NA
"1204","Copper Inuit","13",0,NA,NA,NA,-34.5,NA
"1205","Copper Inuit","14",0,NA,NA,NA,-34.5,NA
"1206","Copper Inuit","15",0,NA,NA,NA,-34.5,NA
"1207","Copper Inuit","16",0,NA,NA,NA,-34.5,NA
"1208","Copper Inuit","17",0,NA,NA,NA,-34.5,NA
"1209","Copper Inuit","18",0,NA,NA,NA,-34.5,NA
"1210","Copper Inuit","19",0,NA,NA,NA,-34.5,NA
"1211","Copper Inuit","20",0,NA,NA,NA,-34.5,NA
"1212","Copper Inuit","21",0,NA,NA,NA,-34.5,NA
"1213","Copper Inuit","22",0,NA,NA,NA,-34.5,NA
"1214","Copper Inuit","23",0,NA,NA,NA,-34.5,NA
"1215","Western Woods Cree","1",0,NA,NA,NA,-30.5,NA
"1216","Western Woods Cree","2",0,NA,NA,NA,-30.5,NA
"1217","Western Woods Cree","3",0,NA,NA,NA,-30.5,NA
"1218","Western Woods Cree","4",0,NA,NA,NA,-30.5,NA
"1219","Western Woods Cree","5",0,NA,NA,NA,-30.5,NA
"1220","Slavey","1",0,NA,NA,NA,-29.39999962,NA
"1221","Slavey","2",0,NA,NA,NA,-29.39999962,NA
"1222","Slavey","3",0,NA,NA,NA,-29.39999962,NA
"1223","Chipewyans","1",0,NA,NA,NA,-27.39999962,NA
"1224","Chipewyans","2",0,NA,NA,NA,-27.39999962,NA
"1225","Chipewyans","3",0,NA,NA,NA,-27.39999962,NA
"1226","Chipewyans","4",0,NA,NA,NA,-27.39999962,NA
"1227","Chipewyans","5",0,NA,NA,NA,-27.39999962,NA
"1228","Chipewyans","6",0,NA,NA,NA,-27.39999962,NA
"1229","Chipewyans","7",0,NA,NA,NA,-27.39999962,NA
"1230","Chipewyans","8",0,NA,NA,NA,-27.39999962,NA
"1231","Chipewyans","9",0,NA,NA,NA,-27.39999962,NA
"1232","Chipewyans","10",0,NA,NA,NA,-27.39999962,NA
"1233","Chipewyans","11",0,NA,NA,NA,-27.39999962,NA
"1234","Chipewyans","12",0,NA,NA,NA,-27.39999962,NA
"1235","Chipewyans","13",0,NA,NA,NA,-27.39999962,NA
"1236","Chipewyans","14",0,NA,NA,NA,-27.39999962,NA
"1237","Chipewyans","15",0,NA,NA,NA,-27.39999962,NA
"1238","Chipewyans","16",0,NA,NA,NA,-27.39999962,NA
"1239","Chipewyans","17",0,NA,NA,NA,-27.39999962,NA
"1240","Chipewyans","18",0,NA,NA,NA,-27.39999962,NA
"1241","Chipewyans","19",0,NA,NA,NA,-27.39999962,NA
"1242","Chipewyans","20",0,NA,NA,NA,-27.39999962,NA
"1243","Chipewyans","21",0,NA,NA,NA,-27.39999962,NA
"1244","Chipewyans","22",0,NA,NA,NA,-27.39999962,NA
"1245","Chipewyans","23",0,NA,NA,NA,-27.39999962,NA
"1246","Chipewyans","24",0,NA,NA,NA,-27.39999962,NA
"1247","Chipewyans","25",0,NA,NA,NA,-27.39999962,NA
"1248","Chipewyans","26",0,NA,NA,NA,-27.39999962,NA
"1249","Chipewyans","27",0,NA,NA,NA,-27.39999962,NA
"1250","Chipewyans","28",0,NA,NA,NA,-27.39999962,NA
"1251","Chipewyans","29",0,NA,NA,NA,-27.39999962,NA
"1252","Chipewyans","30",0,NA,NA,NA,-27.39999962,NA
"1253","Chipewyans","31",0,NA,NA,NA,-27.39999962,NA
"1254","Chipewyans","32",0,NA,NA,NA,-27.39999962,NA
"1255","Chipewyans","33",0,NA,NA,NA,-27.39999962,NA
"1256","Chipewyans","34",0,NA,NA,NA,-27.39999962,NA
"1257","Chipewyans","35",0,NA,NA,NA,-27.39999962,NA
"1258","Chipewyans","36",0,NA,NA,NA,-27.39999962,NA
"1259","Chipewyans","37",0,NA,NA,NA,-27.39999962,NA
"1260","Chipewyans","38",0,NA,NA,NA,-27.39999962,NA
"1261","Chipewyans","39",0,NA,NA,NA,-27.39999962,NA
"1262","Chipewyans","40",0,NA,NA,NA,-27.39999962,NA
"1263","Chipewyans","41",0,NA,NA,NA,-27.39999962,NA
"1264","Chipewyans","42",0,NA,NA,NA,-27.39999962,NA
"1265","Chipewyans","43",0,NA,NA,NA,-27.39999962,NA
"1266","Chipewyans","44",0,NA,NA,NA,-27.39999962,NA
"1267","Chipewyans","45",0,NA,NA,NA,-27.39999962,NA
"1268","Chipewyans","46",0,NA,NA,NA,-27.39999962,NA
"1269","Chipewyans","47",0,NA,NA,NA,-27.39999962,NA
"1270","Chipewyans","48",0,NA,NA,NA,-27.39999962,NA
"1271","Chipewyans","49",0,NA,NA,NA,-27.39999962,NA
"1272","Chipewyans","50",0,NA,NA,NA,-27.39999962,NA
"1273","Ingalik","1",0,NA,NA,NA,-21.89999962,NA
"1274","Ingalik","2",0,NA,NA,NA,-21.89999962,NA
"1275","Ingalik","3",0,NA,NA,NA,-21.89999962,NA
"1276","Ingalik","4",0,NA,NA,NA,-21.89999962,NA
"1277","Ojibwa","1",0,NA,NA,NA,-21.39999962,NA
"1278","Ojibwa","2",0,NA,NA,NA,-21.39999962,NA
"1279","Ojibwa","3",0,NA,NA,NA,-21.39999962,NA
"1280","Ojibwa","4",0,NA,NA,NA,-21.39999962,NA
"1281","Ojibwa","5",0,NA,NA,NA,-21.39999962,NA
"1282","Ojibwa","6",0,NA,NA,NA,-21.39999962,NA
"1283","Ojibwa","7",0,NA,NA,NA,-21.39999962,NA
"1284","Ojibwa","8",0,NA,NA,NA,-21.39999962,NA
"1285","Ojibwa","9",0,NA,NA,NA,-21.39999962,NA
"1286","Ojibwa","10",0,NA,NA,NA,-21.39999962,NA
"1287","Ojibwa","11",0,NA,NA,NA,-21.39999962,NA
"1288","Ojibwa","12",0,NA,NA,NA,-21.39999962,NA
"1289","Ojibwa","13",0,NA,NA,NA,-21.39999962,NA
"1290","Ojibwa","14",0,NA,NA,NA,-21.39999962,NA
"1291","Ojibwa","15",0,NA,NA,NA,-21.39999962,NA
"1292","Ojibwa","16",0,NA,NA,NA,-21.39999962,NA
"1293","Ojibwa","17",0,NA,NA,NA,-21.39999962,NA
"1294","Ojibwa","18",0,NA,NA,NA,-21.39999962,NA
"1295","Ojibwa","19",0,NA,NA,NA,-21.39999962,NA
"1296","Ojibwa","20",0,NA,NA,NA,-21.39999962,NA
"1297","Ojibwa","21",0,NA,NA,NA,-21.39999962,NA
"1298","Ojibwa","22",0,NA,NA,NA,-21.39999962,NA
"1299","Ojibwa","23",0,NA,NA,NA,-21.39999962,NA
"1300","Ojibwa","24",0,NA,NA,NA,-21.39999962,NA
"1301","Ojibwa","25",0,NA,NA,NA,-21.39999962,NA
"1302","Ojibwa","26",0,NA,NA,NA,-21.39999962,NA
"1303","Ojibwa","27",0,NA,NA,NA,-21.39999962,NA
"1304","Ojibwa","28",0,NA,NA,NA,-21.39999962,NA
"1305","Ojibwa","29",0,NA,NA,NA,-21.39999962,NA
"1306","Ojibwa","30",0,NA,NA,NA,-21.39999962,NA
"1307","Ojibwa","31",0,NA,NA,NA,-21.39999962,NA
"1308","Ojibwa","32",0,NA,NA,NA,-21.39999962,NA
"1309","Ojibwa","33",0,NA,NA,NA,-21.39999962,NA
"1310","Ojibwa","34",0,NA,NA,NA,-21.39999962,NA
"1311","Ojibwa","35",0,NA,NA,NA,-21.39999962,NA
"1312","Ojibwa","36",0,NA,NA,NA,-21.39999962,NA
"1313","Ojibwa","37",0,NA,NA,NA,-21.39999962,NA
"1314","Ojibwa","38",0,NA,NA,NA,-21.39999962,NA
"1315","Ojibwa","39",0,NA,NA,NA,-21.39999962,NA
"1316","Ojibwa","40",0,NA,NA,NA,-21.39999962,NA
"1317","Ojibwa","41",0,NA,NA,NA,-21.39999962,NA
"1318","Ojibwa","42",0,NA,NA,NA,-21.39999962,NA
"1319","Ojibwa","43",0,NA,NA,NA,-21.39999962,NA
"1320","Ojibwa","44",0,NA,NA,NA,-21.39999962,NA
"1321","Innu","1",0,NA,NA,NA,-21.29999924,NA
"1322","Innu","2",0,NA,NA,NA,-21.29999924,NA
"1323","Innu","3",0,NA,NA,NA,-21.29999924,NA
"1324","Innu","4",0,NA,NA,NA,-21.29999924,NA
"1325","Innu","5",0,NA,NA,NA,-21.29999924,NA
"1326","Innu","6",0,NA,NA,NA,-21.29999924,NA
"1327","Innu","7",0,NA,NA,NA,-21.29999924,NA
"1328","Innu","8",0,NA,NA,NA,-21.29999924,NA
"1329","Innu","9",0,NA,NA,NA,-21.29999924,NA
"1330","Innu","10",0,NA,NA,NA,-21.29999924,NA
"1331","Innu","11",0,NA,NA,NA,-21.29999924,NA
"1332","Innu","12",0,NA,NA,NA,-21.29999924,NA
"1333","Innu","13",0,NA,NA,NA,-21.29999924,NA
"1334","Innu","14",0,NA,NA,NA,-21.29999924,NA
"1335","Innu","15",0,NA,NA,NA,-21.29999924,NA
"1336","Innu","16",0,NA,NA,NA,-21.29999924,NA
"1337","Assiniboine","1",0,NA,NA,NA,-17.79999924,NA
"1338","Assiniboine","2",0,NA,NA,NA,-17.79999924,NA
"1339","Assiniboine","3",0,NA,NA,NA,-17.79999924,NA
"1340","Assiniboine","4",0,NA,NA,NA,-17.79999924,NA
"1341","Assiniboine","5",0,NA,NA,NA,-17.79999924,NA
"1342","Assiniboine","6",0,NA,NA,NA,-17.79999924,NA
"1343","Assiniboine","7",0,NA,NA,NA,-17.79999924,NA
"1344","Assiniboine","8",0,NA,NA,NA,-17.79999924,NA
"1345","Assiniboine","9",0,NA,NA,NA,-17.79999924,NA
"1346","Assiniboine","10",0,NA,NA,NA,-17.79999924,NA
"1347","Assiniboine","11",0,NA,NA,NA,-17.79999924,NA
"1348","Assiniboine","12",0,NA,NA,NA,-17.79999924,NA
"1349","Assiniboine","13",0,NA,NA,NA,-17.79999924,NA
"1350","Blackfoot","1",0,NA,NA,NA,-15.69999981,NA
"1351","Blackfoot","2",0,NA,NA,NA,-15.69999981,NA
"1352","Blackfoot","3",0,NA,NA,NA,-15.69999981,NA
"1353","Blackfoot","4",0,NA,NA,NA,-15.69999981,NA
"1354","Blackfoot","5",0,NA,NA,NA,-15.69999981,NA
"1355","Blackfoot","6",0,NA,NA,NA,-15.69999981,NA
"1356","Blackfoot","7",0,NA,NA,NA,-15.69999981,NA
"1357","Blackfoot","8",0,NA,NA,NA,-15.69999981,NA
"1358","Blackfoot","9",0,NA,NA,NA,-15.69999981,NA
"1359","Blackfoot","10",0,NA,NA,NA,-15.69999981,NA
"1360","Blackfoot","11",0,NA,NA,NA,-15.69999981,NA
"1361","Blackfoot","12",0,NA,NA,NA,-15.69999981,NA
"1362","Blackfoot","13",0,NA,NA,NA,-15.69999981,NA
"1363","Blackfoot","14",0,NA,NA,NA,-15.69999981,NA
"1364","Blackfoot","15",0,NA,NA,NA,-15.69999981,NA
"1365","Blackfoot","16",0,NA,NA,NA,-15.69999981,NA
"1366","Blackfoot","17",0,NA,NA,NA,-15.69999981,NA
"1367","Stoney","1",0,NA,NA,NA,-15.19999981,NA
"1368","Stoney","2",0,NA,NA,NA,-15.19999981,NA
"1369","Stoney","3",0,NA,NA,NA,-15.19999981,NA
"1370","Stoney","4",0,NA,NA,NA,-15.19999981,NA
"1371","Stoney","5",0,NA,NA,NA,-15.19999981,NA
"1372","Stoney","6",0,NA,NA,NA,-15.19999981,NA
"1373","Stoney","7",0,NA,NA,NA,-15.19999981,NA
"1374","Stoney","8",0,NA,NA,NA,-15.19999981,NA
"1375","Mi'kmaq","1",0,NA,NA,NA,-14.80000019,NA
"1376","Mi'kmaq","2",0,NA,NA,NA,-14.80000019,NA
"1377","Mi'kmaq","3",0,NA,NA,NA,-14.80000019,NA
"1378","Mi'kmaq","4",0,NA,NA,NA,-14.80000019,NA
"1379","Huron/Wendat","1",0,NA,NA,NA,-12.80000019,NA
"1380","Huron/Wendat","2",0,NA,NA,NA,-12.80000019,NA
"1381","Huron/Wendat","3",0,NA,NA,NA,-12.80000019,NA
"1382","Huron/Wendat","4",0,NA,NA,NA,-12.80000019,NA
"1383","Huron/Wendat","5",0,NA,NA,NA,-12.80000019,NA
"1384","Huron/Wendat","6",0,NA,NA,NA,-12.80000019,NA
"1385","Pawnee","1",0,NA,NA,NA,-12.69999981,NA
"1386","Pawnee","2",0,NA,NA,NA,-12.69999981,NA
"1387","Pawnee","3",0,NA,NA,NA,-12.69999981,NA
"1388","Pawnee","4",0,NA,NA,NA,-12.69999981,NA
"1389","Pawnee","5",0,NA,NA,NA,-12.69999981,NA
"1390","Pawnee","6",0,NA,NA,NA,-12.69999981,NA
"1391","Pawnee","7",0,NA,NA,NA,-12.69999981,NA
"1392","Pawnee","8",0,NA,NA,NA,-12.69999981,NA
"1393","Pawnee","9",0,NA,NA,NA,-12.69999981,NA
"1394","Pawnee","10",0,NA,NA,NA,-12.69999981,NA
"1395","Pawnee","11",0,NA,NA,NA,-12.69999981,NA
"1396","Pawnee","12",0,NA,NA,NA,-12.69999981,NA
"1397","Alutiiq","1",0,NA,NA,NA,-12.39999962,NA
"1398","Alutiiq","2",0,NA,NA,NA,-12.39999962,NA
"1399","Alutiiq","3",0,NA,NA,NA,-12.39999962,NA
"1400","Alutiiq","4",0,NA,NA,NA,-12.39999962,NA
"1401","Alutiiq","5",0,NA,NA,NA,-12.39999962,NA
"1402","Alutiiq","6",0,NA,NA,NA,-12.39999962,NA
"1403","Alutiiq","7",0,NA,NA,NA,-12.39999962,NA
"1404","Alutiiq","8",0,NA,NA,NA,-12.39999962,NA
"1405","Alutiiq","9",0,NA,NA,NA,-12.39999962,NA
"1406","Alutiiq","10",0,NA,NA,NA,-12.39999962,NA
"1407","Alutiiq","11",0,NA,NA,NA,-12.39999962,NA
"1408","Alutiiq","12",0,NA,NA,NA,-12.39999962,NA
"1409","Alutiiq","13",0,NA,NA,NA,-12.39999962,NA
"1410","Alutiiq","14",0,NA,NA,NA,-12.39999962,NA
"1411","Alutiiq","15",0,NA,NA,NA,-12.39999962,NA
"1412","Alutiiq","16",0,NA,NA,NA,-12.39999962,NA
"1413","Alutiiq","17",0,NA,NA,NA,-12.39999962,NA
"1414","Alutiiq","18",0,NA,NA,NA,-12.39999962,NA
"1415","Alutiiq","19",0,NA,NA,NA,-12.39999962,NA
"1416","Alutiiq","20",0,NA,NA,NA,-12.39999962,NA
"1417","Alutiiq","21",0,NA,NA,NA,-12.39999962,NA
"1418","Alutiiq","22",0,NA,NA,NA,-12.39999962,NA
"1419","Alutiiq","23",0,NA,NA,NA,-12.39999962,NA
"1420","Alutiiq","24",0,NA,NA,NA,-12.39999962,NA
"1421","Alutiiq","25",0,NA,NA,NA,-12.39999962,NA
"1422","Alutiiq","26",0,NA,NA,NA,-12.39999962,NA
"1423","Alutiiq","27",0,NA,NA,NA,-12.39999962,NA
"1424","Alutiiq","28",0,NA,NA,NA,-12.39999962,NA
"1425","Alutiiq","29",0,NA,NA,NA,-12.39999962,NA
"1426","Iroquois","1",0,NA,NA,NA,-10.60000038,NA
"1427","Iroquois","2",0,NA,NA,NA,-10.60000038,NA
"1428","Iroquois","3",0,NA,NA,NA,-10.60000038,NA
"1429","Iroquois","4",0,NA,NA,NA,-10.60000038,NA
"1430","Iroquois","5",0,NA,NA,NA,-10.60000038,NA
"1431","Iroquois","6",0,NA,NA,NA,-10.60000038,NA
"1432","Iroquois","7",0,NA,NA,NA,-10.60000038,NA
"1433","Iroquois","8",0,NA,NA,NA,-10.60000038,NA
"1434","Iroquois","9",0,NA,NA,NA,-10.60000038,NA
"1435","Iroquois","10",0,NA,NA,NA,-10.60000038,NA
"1436","Iroquois","11",0,NA,NA,NA,-10.60000038,NA
"1437","Iroquois","12",0,NA,NA,NA,-10.60000038,NA
"1438","Iroquois","13",0,NA,NA,NA,-10.60000038,NA
"1439","Iroquois","14",0,NA,NA,NA,-10.60000038,NA
"1440","Iroquois","15",0,NA,NA,NA,-10.60000038,NA
"1441","Iroquois","16",0,NA,NA,NA,-10.60000038,NA
"1442","Iroquois","17",0,NA,NA,NA,-10.60000038,NA
"1443","Iroquois","18",0,NA,NA,NA,-10.60000038,NA
"1444","Iroquois","19",0,NA,NA,NA,-10.60000038,NA
"1445","Iroquois","20",0,NA,NA,NA,-10.60000038,NA
"1446","Iroquois","21",0,NA,NA,NA,-10.60000038,NA
"1447","Iroquois","22",0,NA,NA,NA,-10.60000038,NA
"1448","Iroquois","23",0,NA,NA,NA,-10.60000038,NA
"1449","Iroquois","24",0,NA,NA,NA,-10.60000038,NA
"1450","Iroquois","25",0,NA,NA,NA,-10.60000038,NA
"1451","Iroquois","26",0,NA,NA,NA,-10.60000038,NA
"1452","Iroquois","27",0,NA,NA,NA,-10.60000038,NA
"1453","Iroquois","28",0,NA,NA,NA,-10.60000038,NA
"1454","Iroquois","29",0,NA,NA,NA,-10.60000038,NA
"1455","Iroquois","30",0,NA,NA,NA,-10.60000038,NA
"1456","Iroquois","31",0,NA,NA,NA,-10.60000038,NA
"1457","Iroquois","32",0,NA,NA,NA,-10.60000038,NA
"1458","Iroquois","33",0,NA,NA,NA,-10.60000038,NA
"1459","Iroquois","34",0,NA,NA,NA,-10.60000038,NA
"1460","Iroquois","35",0,NA,NA,NA,-10.60000038,NA
"1461","Iroquois","36",0,NA,NA,NA,-10.60000038,NA
"1462","Iroquois","37",0,NA,NA,NA,-10.60000038,NA
"1463","Iroquois","38",0,NA,NA,NA,-10.60000038,NA
"1464","Iroquois","39",0,NA,NA,NA,-10.60000038,NA
"1465","Iroquois","40",0,NA,NA,NA,-10.60000038,NA
"1466","Iroquois","41",0,NA,NA,NA,-10.60000038,NA
"1467","Iroquois","42",0,NA,NA,NA,-10.60000038,NA
"1468","Iroquois","43",0,NA,NA,NA,-10.60000038,NA
"1469","Kutenai","1",0,NA,NA,NA,-10.30000019,NA
"1470","Kutenai","2",0,NA,NA,NA,-10.30000019,NA
"1471","Kutenai","3",0,NA,NA,NA,-10.30000019,NA
"1472","Kutenai","4",0,NA,NA,NA,-10.30000019,NA
"1473","Kutenai","5",0,NA,NA,NA,-10.30000019,NA
"1474","Kutenai","6",0,NA,NA,NA,-10.30000019,NA
"1475","Kutenai","7",0,NA,NA,NA,-10.30000019,NA
